ADC1 ADC2 tv_sec tv_usec M_STAT M_POS LVDT_DL LVDT actual_speed
0 8407700 467 16478 16 -650660 0 0 9032
0 8407999 467 36606 16 -650478 0 0 9032
0 8408151 467 56735 16 -650296 0 0 9037
0 8408462 467 76864 16 -650114 0 0 9037
0 8408676 467 96992 16 -649933 0 0 9032
0 8408994 467 117123 16 -649751 0 0 9032
0 8409455 467 137252 16 -649569 0 0 9032
0 8409625 467 157381 16 -649387 0 0 9032
0 8409930 467 177509 16 -649205 0 0 9037
0 8410136 467 197641 16 -649023 0 0 9037
0 8410185 467 217770 16 -648842 0 0 9032
0 8410558 467 237898 16 -648660 0 0 9032
0 8410872 467 258027 16 -648478 0 0 9032
0 8410922 467 278155 16 -648296 0 0 9032
0 8411113 467 298283 16 -648114 0 0 9037
0 8411226 467 318414 16 -647932 0 0 9037
0 8411272 467 338541 16 -647751 0 0 9032
0 8411391 467 358670 16 -647569 0 0 9032
0 8411406 467 378803 16 -647387 0 0 9032
0 8411425 467 398928 16 -647205 0 0 9032
0 8411414 467 419058 16 -647023 0 0 9037
0 8411411 467 439187 16 -646841 0 0 9037
0 8411376 467 459316 16 -646660 0 0 9032
0 8411289 467 479444 16 -646478 0 0 9032
0 8411276 467 499573 16 -646296 0 0 9032
0 8411116 467 519702 16 -646114 0 0 9032
0 8410939 467 539831 16 -645932 0 0 9037
0 8410871 467 559960 16 -645750 0 0 9037
0 8410528 467 580088 16 -645569 0 0 9032
0 8410242 467 600217 16 -645387 0 0 9032
0 8410103 467 620346 16 -645205 0 0 9032
0 8409676 467 640475 16 -645023 0 0 9032
0 8409397 467 660604 16 -644841 0 0 9037
0 8409197 467 680733 16 -644660 0 0 9032
0 8408603 467 700862 16 -644478 0 0 9032
0 8408390 467 720991 16 -644296 0 0 9032
0 8408105 467 741122 16 -644114 0 0 9032
0 8407791 467 761249 16 -643932 0 0 9032
0 8407707 467 781378 16 -643750 0 0 9037
0 8407392 467 801509 16 -643569 0 0 9032
0 8406945 467 821639 16 -643387 0 0 9032
0 8406872 467 841768 16 -643205 0 0 9032
0 8406348 467 861896 16 -643023 0 0 9032
0 8405977 467 882024 16 -642841 0 0 9037
0 8405950 467 902153 16 -642659 0 0 9037
0 8405454 467 922282 16 -642478 0 0 9032
0 8405040 467 942411 16 -642296 0 0 9032
0 8404954 467 962540 16 -642114 0 0 9032
0 8404630 467 982669 16 -641932 0 0 9032
0 8404485 468 2798 16 -641750 0 0 9037
0 8404227 468 22929 16 -641568 0 0 9037
0 8403758 468 43058 16 -641387 0 0 9032
0 8403567 468 63187 16 -641205 0 0 9032
0 8403258 468 83314 16 -641023 0 0 9032
0 8403078 468 103444 16 -640841 0 0 9032
0 8403184 468 123575 16 -640659 0 0 9037
0 8402899 468 143702 16 -640477 0 0 9037
0 8402483 468 163831 16 -640296 0 0 9032
0 8402422 468 183963 16 -640114 0 0 9032
0 8402289 468 204089 16 -639932 0 0 9032
0 8402196 468 224219 16 -639750 0 0 9032
0 8402184 468 244348 16 -639568 0 0 9037
0 8402025 468 264476 16 -639386 0 0 9037
0 8401952 468 284605 16 -639205 0 0 9032
0 8401925 468 304733 16 -639023 0 0 9032
0 8401912 468 324862 16 -638841 0 0 9032
0 8401912 468 344991 16 -638659 0 0 9032
0 8401949 468 365120 16 -638477 0 0 9037
0 8402061 468 385249 16 -638295 0 0 9037
0 8402073 468 405378 16 -638114 0 0 9032
0 8402196 468 425507 16 -637932 0 0 9032
0 8402462 468 445636 16 -637750 0 0 9032
0 8402540 468 465765 16 -637568 0 0 9032
0 8402771 468 485894 16 -637386 0 0 9037
0 8402882 468 506022 16 -637204 0 0 9037
0 8402813 468 526151 16 -637023 0 0 9032
0 8402993 468 546280 16 -636841 0 0 9032
0 8403201 468 566411 16 -636659 0 0 9032
0 8403428 468 586540 16 -636477 0 0 9032
0 8403695 468 606669 16 -636295 0 0 9037
0 8403730 468 626799 16 -636114 0 0 9032
0 8403787 468 646925 16 -635932 0 0 9032
0 8404227 468 667055 16 -635750 0 0 9032
0 8404452 468 687184 16 -635568 0 0 9032
0 8404823 468 707312 16 -635386 0 0 9032
0 8405319 468 727443 16 -635204 0 0 9037
0 8405504 468 747570 16 -635023 0 0 9032
0 8406014 468 767701 16 -634841 0 0 9032
0 8406519 468 787830 16 -634659 0 0 9032
0 8406695 468 807959 16 -634477 0 0 9032
0 8407371 468 828089 16 -634295 0 0 9037
0 8407792 468 848219 16 -634113 0 0 9037
0 8407776 468 868348 16 -633932 0 0 9032
0 8408356 468 888475 16 -633750 0 0 9032
0 8408618 468 908605 16 -633568 0 0 9032
0 8408758 468 928733 16 -633386 0 0 9032
0 8409121 468 948862 16 -633204 0 0 9037
0 8409322 468 968992 16 -633022 0 0 9037
0 8409763 468 989119 16 -632841 0 0 9032
0 8410147 469 9251 16 -632659 0 0 9032
0 8410163 469 29377 16 -632477 0 0 9032
0 8410481 469 49507 16 -632295 0 0 9032
0 8410774 469 69635 16 -632113 0 0 9037
0 8410807 469 89764 16 -631931 0 0 9037
0 8411086 469 109892 16 -631750 0 0 9032
0 8411327 469 130021 16 -631568 0 0 9032
0 8411363 469 150150 16 -631386 0 0 9032
0 8411561 469 170279 16 -631204 0 0 9032
0 8411620 469 190410 16 -631022 0 0 9037
0 8411633 469 210539 16 -630840 0 0 9037
0 8411710 469 230668 16 -630659 0 0 9032
0 8411739 469 250797 16 -630477 0 0 9032
